system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error
single,mbpp,mbpp_2,2,True,209,29,measured,238,0.4321,
single,mbpp,mbpp_2,3,True,209,29,measured,238,0.42,
single,mbpp,mbpp_3,1,True,119,58,measured,177,0.7501,
single,mbpp,mbpp_3,2,True,119,58,measured,177,0.7492,
single,mbpp,mbpp_3,3,True,119,58,measured,177,0.7464,
single,mbpp,mbpp_4,1,True,271,64,measured,335,0.8465,
single,mbpp,mbpp_4,2,True,271,58,measured,329,0.7413,
single,mbpp,mbpp_4,3,True,271,59,measured,330,0.7586,
single,mbpp,mbpp_6,1,True,146,30,measured,176,0.4654,
single,mbpp,mbpp_6,2,True,146,30,measured,176,0.4387,
single,mbpp,mbpp_6,3,True,146,29,measured,175,0.4192,
single,mbpp,mbpp_7,1,True,178,29,measured,207,0.4428,
single,mbpp,mbpp_7,2,True,178,29,measured,207,0.4216,
single,mbpp,mbpp_7,3,True,178,29,measured,207,0.425,
single,mbpp,mbpp_8,1,True,206,22,measured,228,0.3878,
single,mbpp,mbpp_8,2,True,206,21,measured,227,0.3395,
single,mbpp,mbpp_8,3,True,206,22,measured,228,0.3505,
single,mbpp,mbpp_9,1,True,137,48,measured,185,0.6533,
single,mbpp,mbpp_9,2,True,137,48,measured,185,0.6196,
single,mbpp,mbpp_9,3,True,137,48,measured,185,0.6364,
single,mbpp,mbpp_11,1,True,136,79,measured,215,0.9985,
single,mbpp,mbpp_11,2,True,136,79,measured,215,0.9651,
single,mbpp,mbpp_11,3,True,136,80,measured,216,0.9828,
single,mbpp,mbpp_12,1,True,262,18,measured,280,0.354,
single,mbpp,mbpp_12,2,True,262,18,measured,280,0.312,
single,mbpp,mbpp_12,3,True,262,18,measured,280,0.3098,
single,mbpp,mbpp_14,1,True,137,27,measured,164,0.4321,
single,mbpp,mbpp_14,2,True,137,27,measured,164,0.3972,
single,mbpp,mbpp_14,3,True,137,27,measured,164,0.3934,
single,mbpp,mbpp_16,1,True,144,37,measured,181,0.5374,
single,mbpp,mbpp_16,2,True,144,36,measured,180,0.5069,
single,mbpp,mbpp_16,3,True,144,31,measured,175,0.4516,
single,mbpp,mbpp_17,1,True,124,19,measured,143,0.3356,
single,mbpp,mbpp_17,2,True,124,19,measured,143,0.3167,
single,mbpp,mbpp_17,3,True,124,20,measured,144,0.3246,
single,mbpp,mbpp_18,1,True,151,32,measured,183,0.4705,
single,mbpp,mbpp_18,2,True,151,33,measured,184,0.4662,
single,mbpp,mbpp_18,3,True,151,33,measured,184,0.4704,
single,mbpp,mbpp_19,1,True,150,20,measured,170,0.3539,
single,mbpp,mbpp_19,2,True,150,20,measured,170,0.3354,
single,mbpp,mbpp_19,3,True,150,20,measured,170,0.3255,
single,mbpp,mbpp_20,1,False,131,73,measured,204,0.9207,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_qozr8bwh\candidate_test.py"", line 26, in <module>
    assert is_woodall(383) == True
AssertionError"
single,mbpp,mbpp_20,2,False,131,97,measured,228,1.1678,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_neat0vq6\candidate_test.py"", line 29, in <module>
    assert is_woodall(383) == True
AssertionError"
single,mbpp,mbpp_20,3,False,131,80,measured,211,0.9952,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_c9vjat96\candidate_test.py"", line 28, in <module>
    assert is_woodall(383) == True
AssertionError"
single,mbpp,mbpp_56,1,True,119,33,measured,152,0.4876,
single,mbpp,mbpp_56,2,True,119,32,measured,151,0.4448,
single,mbpp,mbpp_56,3,True,119,33,measured,152,0.4644,
single,mbpp,mbpp_57,1,True,153,35,measured,188,0.5185,
single,mbpp,mbpp_57,2,True,153,27,measured,180,0.41,
single,mbpp,mbpp_57,3,True,153,35,measured,188,0.4978,
single,mbpp,mbpp_58,1,True,136,25,measured,161,0.4062,
single,mbpp,mbpp_58,2,True,136,24,measured,160,0.3659,
single,mbpp,mbpp_58,3,True,136,25,measured,161,0.3756,
single,mbpp,mbpp_59,1,True,127,22,measured,149,0.365,
single,mbpp,mbpp_59,2,True,127,22,measured,149,0.3513,
single,mbpp,mbpp_59,3,True,127,23,measured,150,0.3617,
single,mbpp,mbpp_61,1,True,144,94,measured,238,1.1637,
single,mbpp,mbpp_61,2,True,144,70,measured,214,0.8558,
single,mbpp,mbpp_61,3,True,144,70,measured,214,0.8696,
